Serving HTTP on 0.0.0.0 port 8000 ...
Traceback (most recent call last):
  File "/usr/lib/python2.7/runpy.py", line 162, in _run_module_as_main
    "__main__", fname, loader, pkg_name)
  File "/usr/lib/python2.7/runpy.py", line 72, in _run_code
    exec code in run_globals
  File "/usr/lib/python2.7/SimpleHTTPServer.py", line 220, in <module>
    test()
  File "/usr/lib/python2.7/SimpleHTTPServer.py", line 216, in test
    BaseHTTPServer.test(HandlerClass, ServerClass)
  File "/usr/lib/python2.7/BaseHTTPServer.py", line 599, in test
    httpd.serve_forever()
  File "/usr/lib/python2.7/SocketServer.py", line 225, in serve_forever
    r, w, e = select.select([self], [], [], poll_interval)
KeyboardInterrupt
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:05:03] "GET /views/main.html HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:05:11] "GET / HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:05:11] "GET /styles/main.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:05:11] "GET /styles/bootstrap.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:05:11] "GET /scripts/app.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:05:11] "GET /scripts/filters.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:05:11] "GET /scripts/controllers/main.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:05:12] "GET /views/main.html HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:05:17] "GET / HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:05:17] "GET /styles/bootstrap.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:05:17] "GET /styles/main.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:05:17] "GET /scripts/controllers/main.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:05:17] "GET /scripts/app.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:05:17] "GET /scripts/filters.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:05:17] "GET /views/main.html HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:05:23] "GET / HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:05:23] "GET /styles/bootstrap.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:05:23] "GET /styles/main.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:05:23] "GET /scripts/controllers/main.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:05:23] "GET /scripts/filters.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:05:23] "GET /scripts/app.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:05:24] "GET /views/main.html HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:05:43] "GET / HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:05:44] "GET /styles/bootstrap.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:05:44] "GET /styles/main.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:05:44] "GET /scripts/controllers/main.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:05:44] "GET /scripts/app.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:05:44] "GET /scripts/filters.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:05:44] "GET /views/main.html HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:08:08] "GET / HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:08:08] "GET /styles/main.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:08:08] "GET /styles/bootstrap.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:08:08] "GET /scripts/controllers/main.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:08:08] "GET /scripts/filters.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:08:08] "GET /scripts/app.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:08:09] "GET /views/main.html HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:09:41] "GET / HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:09:41] "GET /styles/bootstrap.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:09:41] "GET /styles/main.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:09:42] "GET /scripts/filters.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:09:42] "GET /scripts/controllers/main.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:09:42] "GET /scripts/app.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:09:42] "GET /views/main.html HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:11:13] "GET /favicon.ico HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:13:36] "GET / HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:13:36] "GET /styles/bootstrap.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:13:36] "GET /styles/main.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:13:36] "GET /scripts/app.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:13:36] "GET /scripts/controllers/main.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:13:36] "GET /scripts/filters.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:13:37] "GET /views/main.html HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:13:37] "GET /favicon.ico HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:13:57] "GET / HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:13:58] "GET /styles/main.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:13:58] "GET /styles/bootstrap.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:13:58] "GET /scripts/filters.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:13:58] "GET /scripts/app.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:13:58] "GET /scripts/controllers/main.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:13:58] "GET /views/main.html HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:14:12] "GET / HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:14:12] "GET /styles/main.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:14:12] "GET /styles/bootstrap.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:14:12] "GET /scripts/controllers/main.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:14:12] "GET /scripts/app.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:14:12] "GET /scripts/filters.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:14:12] "GET /views/main.html HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:14:19] "GET / HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:14:19] "GET /styles/bootstrap.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:14:20] "GET /styles/main.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:14:20] "GET /scripts/filters.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:14:20] "GET /scripts/controllers/main.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:14:20] "GET /scripts/app.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:14:20] "GET /views/main.html HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:14:20] "GET /favicon.ico HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:14:23] "GET / HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:14:23] "GET /styles/main.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:14:23] "GET /styles/bootstrap.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:14:23] "GET /scripts/controllers/main.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:14:23] "GET /scripts/app.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:14:23] "GET /scripts/filters.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:14:23] "GET /views/main.html HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:14:23] "GET / HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:14:23] "GET /styles/bootstrap.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:14:24] "GET /styles/main.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:14:24] "GET /scripts/controllers/main.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:14:24] "GET /scripts/app.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:14:24] "GET /scripts/filters.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:14:24] "GET /views/main.html HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:14:24] "GET / HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:14:24] "GET /styles/bootstrap.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:14:24] "GET /styles/main.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:14:24] "GET /scripts/app.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:14:24] "GET /scripts/controllers/main.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:14:24] "GET /scripts/filters.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:14:25] "GET /views/main.html HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:14:42] "GET / HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:14:42] "GET /styles/main.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:14:42] "GET /styles/bootstrap.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:14:43] "GET /scripts/app.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:14:43] "GET /scripts/controllers/main.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:14:43] "GET /scripts/filters.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:14:43] "GET /views/main.html HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:19:12] "GET / HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:19:13] "GET /styles/main.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:19:13] "GET /styles/bootstrap.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:19:13] "GET /scripts/app.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:19:13] "GET /scripts/controllers/main.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:19:13] "GET /scripts/filters.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:19:13] "GET /views/main.html HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:20:05] "GET / HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:20:05] "GET /styles/bootstrap.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:20:05] "GET /styles/main.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:20:05] "GET /scripts/app.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:20:05] "GET /scripts/controllers/main.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:20:05] "GET /scripts/filters.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:20:06] "GET /views/main.html HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:21:31] "GET / HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:21:31] "GET /styles/bootstrap.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:21:31] "GET /styles/main.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:21:31] "GET /scripts/app.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:21:31] "GET /scripts/controllers/main.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:21:31] "GET /scripts/filters.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:21:31] "GET /views/main.html HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:21:37] "GET / HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:21:37] "GET /styles/main.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:21:37] "GET /styles/bootstrap.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:21:38] "GET /scripts/app.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:21:38] "GET /scripts/filters.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:21:38] "GET /scripts/controllers/main.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:21:38] "GET /views/main.html HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:24:01] "GET / HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:24:01] "GET /styles/main.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:24:01] "GET /styles/bootstrap.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:24:01] "GET /scripts/controllers/main.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:24:01] "GET /scripts/filters.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:24:01] "GET /scripts/app.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:24:02] "GET /views/main.html HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:24:02] code 404, message File not found
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:24:02] "GET /fonts/glyphicons-halflings-regular.woff HTTP/1.1" 404 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:24:07] "GET / HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:24:07] "GET /styles/main.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:24:07] "GET /styles/bootstrap.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:24:07] "GET /scripts/app.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:24:07] "GET /scripts/filters.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:24:07] "GET /scripts/controllers/main.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:24:08] "GET /views/main.html HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:24:08] code 404, message File not found
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:24:08] "GET /fonts/glyphicons-halflings-regular.woff HTTP/1.1" 404 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:24:37] "GET / HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:24:37] "GET /styles/bootstrap.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:24:37] "GET /styles/main.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:24:37] "GET /scripts/filters.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:24:37] "GET /scripts/app.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:24:37] "GET /scripts/controllers/main.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:24:38] "GET /views/main.html HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:24:38] code 404, message File not found
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:24:38] "GET /fonts/glyphicons-halflings-regular.woff HTTP/1.1" 404 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:24:46] "GET / HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:24:46] "GET /styles/main.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:24:46] "GET /styles/bootstrap.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:24:46] "GET /scripts/controllers/main.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:24:46] "GET /scripts/app.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:24:46] "GET /scripts/filters.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:24:47] "GET /views/main.html HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:24:47] code 404, message File not found
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:24:47] "GET /fonts/glyphicons-halflings-regular.woff HTTP/1.1" 404 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:24:48] "GET / HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:24:48] "GET /styles/bootstrap.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:24:48] "GET /styles/main.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:24:48] "GET /scripts/app.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:24:48] "GET /scripts/filters.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:24:48] "GET /scripts/controllers/main.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:24:49] "GET /views/main.html HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:24:49] code 404, message File not found
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:24:49] "GET /fonts/glyphicons-halflings-regular.woff HTTP/1.1" 404 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:25:10] "GET / HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:25:11] "GET /styles/main.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:25:11] "GET /styles/bootstrap.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:25:11] "GET /scripts/controllers/main.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:25:11] "GET /scripts/app.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:25:11] "GET /scripts/filters.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:25:11] "GET /views/main.html HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:25:11] code 404, message File not found
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:25:11] "GET /fonts/glyphicons-halflings-regular.woff HTTP/1.1" 404 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:25:13] "GET / HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:25:13] "GET /styles/bootstrap.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:25:13] "GET /styles/main.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:25:13] "GET /scripts/controllers/main.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:25:13] "GET /scripts/app.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:25:13] "GET /scripts/filters.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:25:14] "GET /views/main.html HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:25:14] code 404, message File not found
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:25:14] "GET /fonts/glyphicons-halflings-regular.woff HTTP/1.1" 404 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:25:27] "GET / HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:25:27] "GET /styles/bootstrap.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:25:27] "GET /styles/main.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:25:27] "GET /scripts/app.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:25:27] "GET /scripts/filters.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:25:27] "GET /scripts/controllers/main.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:25:28] "GET /views/main.html HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:25:28] code 404, message File not found
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:25:28] "GET /fonts/glyphicons-halflings-regular.woff HTTP/1.1" 404 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:25:29] "GET / HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:25:29] "GET /scripts/filters.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:25:29] "GET /scripts/controllers/main.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:25:29] "GET /scripts/app.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:25:29] "GET /styles/main.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:25:29] "GET /styles/bootstrap.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:25:29] "GET /views/main.html HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:25:30] code 404, message File not found
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:25:30] "GET /fonts/glyphicons-halflings-regular.woff HTTP/1.1" 404 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:25:36] "GET / HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:25:36] "GET /styles/bootstrap.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:25:37] "GET /scripts/controllers/main.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:25:37] "GET /scripts/filters.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:25:37] "GET /styles/main.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:25:37] "GET /scripts/app.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:25:37] "GET /views/main.html HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:25:37] "GET /favicon.ico HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:25:37] code 404, message File not found
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:25:37] "GET /fonts/glyphicons-halflings-regular.woff HTTP/1.1" 404 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:25:51] "GET / HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:25:51] "GET /styles/main.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:25:51] "GET /styles/bootstrap.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:25:51] "GET /scripts/filters.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:25:51] "GET /scripts/controllers/main.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:25:51] "GET /scripts/app.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:25:52] "GET /views/main.html HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 01:25:52] code 404, message File not found
